,Date,Open,High,Low,Close,Volume,Yield,PercentageVolume,SMA6,EMA6,WMA6,HMA6,SMA20,EMA20,WMA20,HMA20,SMA50,EMA50,WMA50,HMA50,SMA100,EMA100,WMA100,HMA100,MACD,CCI,Stochastic Oscillator,RSI,ROC,PPO,KST,BOLU,BOLD,BOLM
108,2007-05-07 00:00,0.82467,0.83057,0.82397,0.83017,4585,0.006669,0.014395,0.82372,0.825658,0.82468,0.826764,0.829385,0.825717,0.82725,0.821926,0.816082,0.816941,0.823615,0.834099,0.798668,0.806555,0.809203,0.836899,0.001881,35.8764,70.212766,57.699565,0.03615,0.228128,20.151126,0.839373,0.819477,0.829425
109,2007-05-08 00:00,0.83027,0.83087,0.82647,0.82837,6028,-0.002288,0.007299,0.824703,0.826433,0.826008,0.830097,0.829155,0.825969,0.827153,0.822682,0.817022,0.817389,0.824096,0.833245,0.799159,0.806987,0.809791,0.837304,0.001913,37.281387,60.638298,53.860062,-0.683396,0.231944,17.412115,0.839143,0.819247,0.829195
110,2007-05-09 00:00,0.82847,0.83237,0.82707,0.83167,5876,0.003863,0.00902,0.82587,0.827929,0.827999,0.831983,0.829105,0.826512,0.827392,0.824074,0.817944,0.817949,0.824671,0.832588,0.799644,0.807475,0.810435,0.837706,0.002179,57.644655,78.191489,59.553479,0.714485,0.264111,14.843493,0.83902,0.819123,0.829072
111,2007-05-10 00:00,0.83177,0.83347,0.82297,0.82797,7920,-0.004569,0.013258,0.827337,0.827941,0.828599,0.830841,0.828665,0.826651,0.827284,0.825369,0.818883,0.818342,0.825064,0.831985,0.800083,0.807881,0.810996,0.838065,0.002068,24.461914,58.510638,51.355308,-0.252991,0.250586,12.444995,0.838648,0.818752,0.8287
112,2007-05-11 00:00,0.82807,0.83277,0.82777,0.83147,5467,0.004106,0.009146,0.829037,0.828949,0.82978,0.830576,0.82857,0.82711,0.827551,0.826825,0.819789,0.818857,0.825558,0.83153,0.800562,0.808348,0.811617,0.838418,0.002237,59.755865,85.294118,57.709583,0.422721,0.270864,10.368286,0.838448,0.818552,0.8285
113,2007-05-13 00:00,0.83367,0.83387,0.83257,0.83307,269,-0.00072,0.048327,0.830453,0.830127,0.830932,0.831926,0.828465,0.827678,0.82798,0.828545,0.820683,0.819414,0.826079,0.831229,0.801071,0.808838,0.812261,0.83878,0.002471,90.407562,95.266272,60.435638,0.518841,0.299034,8.630387,0.838438,0.818542,0.82849
114,2007-05-14 00:00,0.83297,0.83467,0.83177,0.83237,4102,-0.00072,0.00707,0.83082,0.830768,0.83148,0.833099,0.828205,0.828124,0.828352,0.830203,0.821425,0.819922,0.826537,0.831022,0.801528,0.809304,0.812881,0.839133,0.002571,84.236197,87.00565,58.531034,1.203691,0.310909,7.292202,0.838263,0.818367,0.828315
115,2007-05-15 00:00,0.83247,0.83477,0.83027,0.83217,5652,-0.00036,0.007962,0.831453,0.831168,0.831865,0.833081,0.82808,0.82851,0.82873,0.831695,0.822169,0.820402,0.826958,0.830878,0.801959,0.809757,0.813487,0.83947,0.002603,71.499534,85.393258,57.929183,0.909455,0.314716,6.337328,0.838135,0.818238,0.828187
116,2007-05-16 00:00,0.83227,0.83277,0.82297,0.82637,7106,-0.007089,0.013791,0.83057,0.829797,0.830413,0.829765,0.828115,0.828306,0.828567,0.83218,0.822678,0.820637,0.827123,0.83063,0.802328,0.810086,0.813971,0.839717,0.002137,-17.669993,52.808989,43.099779,0.878938,0.258314,5.66396,0.838095,0.818198,0.828147
117,2007-05-17 00:00,0.82627,0.82687,0.82027,0.82207,5218,-0.005083,0.012649,0.829587,0.82759,0.827984,0.824324,0.827725,0.827712,0.827991,0.831387,0.823058,0.820693,0.827099,0.830178,0.802663,0.810323,0.814362,0.839829,0.001404,-82.462459,28.651685,35.357099,0.09741,0.16977,5.118144,0.837843,0.817947,0.827895
118,2007-05-18 00:00,0.82217,0.82577,0.82057,0.82377,5206,0.001946,0.009988,0.828303,0.826498,0.826322,0.82143,0.82721,0.827337,0.827614,0.829954,0.823371,0.820813,0.827127,0.829622,0.803024,0.810589,0.81478,0.839831,0.000949,-71.421604,38.202247,40.253293,-0.09702,0.114804,4.671913,0.837355,0.817458,0.827407
119,2007-05-20 00:00,0.82367,0.82387,0.82247,0.82307,334,-0.000728,0.041916,0.826637,0.825519,0.824827,0.821281,0.827075,0.82693,0.82722,0.8282,0.823716,0.820902,0.827115,0.828969,0.803339,0.810836,0.815177,0.839731,0.000526,-66.377436,33.142857,38.855051,-0.855247,0.06366,4.260945,0.837102,0.817205,0.827153
120,2007-05-21 00:00,0.82317,0.82387,0.81807,0.82027,5495,-0.003523,0.010555,0.82462,0.824019,0.823008,0.820859,0.826585,0.826296,0.826572,0.826185,0.824036,0.820877,0.82698,0.828185,0.803738,0.811023,0.815512,0.839509,-3.5e-05,-92.108969,13.173653,33.486485,-0.977824,-0.004198,3.806816,0.836675,0.816778,0.826727
