Model,InitialBudget,Risk_Factor,Smooth_Factor,Leverage,Final_Budget
RNN,1000,0.4,2,500,655.4522037505981
RNN,1000,0.4,3,50,891.0489082336429
RNN,1000,0.4,3,100,867.487462361653
RNN,1000,0.4,3,150,842.639772097268
RNN,1000,0.4,3,200,817.7920818328824
RNN,1000,0.4,3,250,792.9443915684977
RNN,1000,0.4,3,300,768.0967013041126
RNN,1000,0.4,3,350,743.2490110397279
RNN,1000,0.4,3,400,718.401320775343
RNN,1000,0.4,3,450,693.5536305109575
RNN,1000,0.4,3,500,668.7059402465725
RNN,1000,0.4,4,50,920.2177882194526
RNN,1000,0.4,4,100,903.4802913665778
RNN,1000,0.4,4,150,886.7061197757728
RNN,1000,0.4,4,200,869.931948184968
RNN,1000,0.4,4,250,853.1577765941627
RNN,1000,0.4,4,300,836.3836050033578
RNN,1000,0.4,4,350,819.6094334125527
RNN,1000,0.4,4,400,802.8352618217476
RNN,1000,0.4,4,450,786.0610902309426
RNN,1000,0.4,4,500,769.2869186401372
RNN,1000,0.4,5,50,938.4760951995826
RNN,1000,0.4,5,100,925.8329677581753
RNN,1000,0.4,5,150,913.552970886226
RNN,1000,0.4,5,200,901.2729740142771
RNN,1000,0.4,5,250,888.9929771423278
RNN,1000,0.4,5,300,876.7129802703785
RNN,1000,0.4,5,350,864.4329833984294
RNN,1000,0.4,5,400,852.1529865264799
RNN,1000,0.4,5,450,839.8729896545306
RNN,1000,0.4,5,500,827.5929927825812
RNN,1000,0.4,6,50,952.0592530568427
RNN,1000,0.4,6,100,942.1457052230825
RNN,1000,0.4,6,150,932.6972126960745
RNN,1000,0.4,6,200,923.248720169066
RNN,1000,0.4,6,250,913.8002276420584
RNN,1000,0.4,6,300,904.3517351150505
RNN,1000,0.4,6,350,894.9032425880428
RNN,1000,0.4,6,400,885.4547500610346
RNN,1000,0.4,6,450,876.0062575340265
RNN,1000,0.4,6,500,866.5577650070185
RNN,1000,0.4,7,50,959.7702366965132
RNN,1000,0.4,7,100,951.8063885824981
RNN,1000,0.4,7,150,944.4815431322321
RNN,1000,0.4,7,200,937.1566976819655
RNN,1000,0.4,7,250,929.8318522316994
RNN,1000,0.4,7,300,922.5070067814339
RNN,1000,0.4,7,350,915.1821613311677
RNN,1000,0.4,7,400,907.8573158809016
RNN,1000,0.4,7,450,900.5324704306355
RNN,1000,0.4,7,500,893.207624980369
RNN,1000,0.4,8,50,963.6193990707396
RNN,1000,0.4,8,100,955.1923632621758
RNN,1000,0.4,8,150,947.7671384811387
RNN,1000,0.4,8,200,940.3419137001019
RNN,1000,0.4,8,250,932.916688919065
RNN,1000,0.4,8,300,925.491464138028
RNN,1000,0.4,8,350,918.0662393569911
RNN,1000,0.4,8,400,910.641014575954
RNN,1000,0.4,8,450,903.2157897949172
RNN,1000,0.4,8,500,895.7905650138804
RNN,1000,0.4,9,50,967.2874185774086
RNN,1000,0.4,9,100,959.7967200809081
RNN,1000,0.4,9,150,952.8385029898773
RNN,1000,0.4,9,200,945.8802858988471
RNN,1000,0.4,9,250,938.9220688078162
RNN,1000,0.4,9,300,931.9638517167859
RNN,1000,0.4,9,350,925.0056346257554
RNN,1000,0.4,9,400,918.047417534725
RNN,1000,0.4,9,450,911.0892004436945
RNN,1000,0.4,9,500,904.1309833526639
RNN,1000,0.4,10,50,972.4381542205803
RNN,1000,0.4,10,100,965.6965255737299
RNN,1000,0.4,10,150,959.4609880447379
RNN,1000,0.4,10,200,953.225450515746
RNN,1000,0.4,10,250,946.9899129867545
RNN,1000,0.4,10,300,940.754375457763
RNN,1000,0.4,10,350,934.5188379287712
RNN,1000,0.4,10,400,928.2833003997796
RNN,1000,0.4,10,450,922.047762870788
RNN,1000,0.4,10,500,915.8122253417962
RNN,1000,0.5,1,50,758.9091062545768
RNN,1000,0.5,1,100,677.0469546318046
RNN,1000,0.5,1,150,569.9509978294368
RNN,1000,0.5,1,200,462.8550410270689
RNN,1000,0.5,1,250,355.7590842247009
RNN,1000,0.5,1,300,248.66312742233254
RNN,1000,0.5,1,350,141.56717061996505
RNN,1000,0.5,1,400,4.77703349599619e-06
RNN,1000,0.5,1,450,0.01823107310110679
RNN,1000,0.5,1,500,0.446746425225101
RNN,1000,0.5,2,50,840.6556248664856
RNN,1000,0.5,2,100,794.1439449787138
RNN,1000,0.5,2,150,740.0831133127213
RNN,1000,0.5,2,200,686.0222816467285
RNN,1000,0.5,2,250,631.9614499807356
RNN,1000,0.5,2,300,577.900618314743
RNN,1000,0.5,2,350,523.8397866487503
RNN,1000,0.5,2,400,469.7789549827578
RNN,1000,0.5,2,450,415.71812331676483
RNN,1000,0.5,2,500,361.65729165077187
RNN,1000,0.5,3,50,881.6043138503992
RNN,1000,0.5,3,100,852.1525065104113
RNN,1000,0.5,3,150,821.1972018082864
RNN,1000,0.5,3,200,790.2418971061616
RNN,1000,0.5,3,250,759.2865924040367
RNN,1000,0.5,3,300,728.3312877019118
RNN,1000,0.5,3,350,697.3759829997874
RNN,1000,0.5,3,400,666.4206782976626
RNN,1000,0.5,3,450,635.4653735955377
RNN,1000,0.5,3,500,604.5100688934126
RNN,1000,0.5,4,50,898.4309285879135
RNN,1000,0.5,4,100,877.5090575218201
RNN,1000,0.5,4,150,856.5625175833702
RNN,1000,0.5,4,200,835.6159776449203
RNN,1000,0.5,4,250,814.6694377064705
RNN,1000,0.5,4,300,793.7228977680206
RNN,1000,0.5,4,350,772.7763578295708
RNN,1000,0.5,4,400,751.8298178911209
RNN,1000,0.5,4,450,730.883277952671
RNN,1000,0.5,4,500,709.9367380142212
RNN,1000,0.5,5,50,921.9804048538224
RNN,1000,0.5,5,100,906.176495552065
RNN,1000,0.5,5,150,891.0660088062311
RNN,1000,0.5,5,200,875.9555220603975
RNN,1000,0.5,5,250,860.8450353145632
RNN,1000,0.5,5,300,845.7345485687297
RNN,1000,0.5,5,350,830.6240618228957
RNN,1000,0.5,5,400,815.5135750770617
RNN,1000,0.5,5,450,800.4030883312278
RNN,1000,0.5,5,500,785.2926015853935
RNN,1000,0.5,6,50,938.7203951676718
RNN,1000,0.5,6,100,926.3284603754728
RNN,1000,0.5,6,150,914.7294014692372
RNN,1000,0.5,6,200,903.1303425630015
RNN,1000,0.5,6,250,891.5312836567659
RNN,1000,0.5,6,300,879.9322247505302
RNN,1000,0.5,6,350,868.3331658442944
RNN,1000,0.5,6,400,856.7341069380586
RNN,1000,0.5,6,450,845.1350480318229
RNN,1000,0.5,6,500,833.5359891255871
RNN,1000,0.5,7,50,950.1520310129442
RNN,1000,0.5,7,100,940.1972208704269
RNN,1000,0.5,7,150,931.0960684503827
RNN,1000,0.5,7,200,921.9949160303391
RNN,1000,0.5,7,250,912.8937636102946
RNN,1000,0.5,7,300,903.7926111902505
RNN,1000,0.5,7,350,894.6914587702069
RNN,1000,0.5,7,400,885.5903063501625
RNN,1000,0.5,7,450,876.4891539301186
RNN,1000,0.5,7,500,867.3880015100743
RNN,1000,0.5,8,50,958.0622464418411
RNN,1000,0.5,8,100,949.9352797865868
RNN,1000,0.5,8,150,942.8089745342731
RNN,1000,0.5,8,200,935.6826692819595
RNN,1000,0.5,8,250,928.5563640296459
RNN,1000,0.5,8,300,921.4300587773323
RNN,1000,0.5,8,350,914.3037535250187
RNN,1000,0.5,8,400,907.1774482727051
RNN,1000,0.5,8,450,900.0511430203915
RNN,1000,0.5,8,500,892.9248377680779
RNN,1000,0.5,9,50,964.5697209570121
RNN,1000,0.5,9,100,957.8644103474072
RNN,1000,0.5,9,150,952.16511355506
RNN,1000,0.5,9,200,946.4658167627126
RNN,1000,0.5,9,250,940.7665199703647
RNN,1000,0.5,9,300,935.0672231780175
RNN,1000,0.5,9,350,929.36792638567
RNN,1000,0.5,9,400,923.6686295933223
RNN,1000,0.5,9,450,917.9693328009749
RNN,1000,0.5,9,500,912.2700360086276
RNN,1000,0.5,10,50,965.6773805618285
RNN,1000,0.5,10,100,957.2503447532647
RNN,1000,0.5,10,150,950.114786624907
RNN,1000,0.5,10,200,942.9792284965497
RNN,1000,0.5,10,250,935.8436703681921
RNN,1000,0.5,10,300,928.7081122398345
RNN,1000,0.5,10,350,921.5725541114768
RNN,1000,0.5,10,400,914.4369959831192
RNN,1000,0.5,10,450,907.3014378547618
RNN,1000,0.5,10,500,900.1658797264043
RNN,1000,0.6,1,50,719.9537754058841
RNN,1000,0.6,1,100,649.5029449462912
RNN,1000,0.6,1,150,537.304675579075
RNN,1000,0.6,1,200,425.10640621186013
RNN,1000,0.6,1,250,312.90813684464246
RNN,1000,0.6,1,300,200.70986747742597
RNN,1000,0.6,1,350,88.51159811021039
RNN,1000,0.6,1,400,11.612362594615702
RNN,1000,0.6,1,450,6.505575231692678
RNN,1000,0.6,1,500,1.0707470058506432
RNN,1000,0.6,2,50,844.8347091674806
RNN,1000,0.6,2,100,811.4389896392839
RNN,1000,0.6,2,150,768.9484357833882
RNN,1000,0.6,2,200,726.4578819274934
RNN,1000,0.6,2,250,683.9673280715979
RNN,1000,0.6,2,300,641.4767742157022
RNN,1000,0.6,2,350,598.9862203598075
RNN,1000,0.6,2,400,556.4956665039122
RNN,1000,0.6,2,450,514.0051126480162
RNN,1000,0.6,2,500,471.51455879212125
RNN,1000,0.6,3,50,870.8523511886605
RNN,1000,0.6,3,100,835.5101823806773
RNN,1000,0.6,3,150,797.3877429962176
RNN,1000,0.6,3,200,759.2653036117583
RNN,1000,0.6,3,250,721.1428642272981
RNN,1000,0.6,3,300,683.0204248428383
RNN,1000,0.6,3,350,644.8979854583788
RNN,1000,0.6,3,400,606.7755460739194
RNN,1000,0.6,3,450,568.6531066894596
RNN,1000,0.6,3,500,530.5306673049994
RNN,1000,0.6,4,50,887.820237874984
RNN,1000,0.6,4,100,862.7139925956718
RNN,1000,0.6,4,150,837.2491985559456
RNN,1000,0.6,4,200,811.7844045162193
RNN,1000,0.6,4,250,786.3196104764927
RNN,1000,0.6,4,300,760.8548164367663
RNN,1000,0.6,4,350,735.3900223970404
RNN,1000,0.6,4,400,709.9252283573137
RNN,1000,0.6,4,450,684.4604343175874
RNN,1000,0.6,4,500,658.9956402778611
RNN,1000,0.6,5,50,907.3575735092174
RNN,1000,0.6,5,100,888.392882347108
RNN,1000,0.6,5,150,869.9917554855354
RNN,1000,0.6,5,200,851.5906286239626
RNN,1000,0.6,5,250,833.1895017623901
RNN,1000,0.6,5,300,814.7883749008174
RNN,1000,0.6,5,350,796.3872480392448
RNN,1000,0.6,5,400,777.9861211776723
RNN,1000,0.6,5,450,759.5849943160998
RNN,1000,0.6,5,500,741.1838674545272
RNN,1000,0.6,6,50,929.9040675163293
RNN,1000,0.6,6,100,915.0337457656893
RNN,1000,0.6,6,150,901.0518789291424
RNN,1000,0.6,6,200,887.0700120925957
RNN,1000,0.6,6,250,873.0881452560484
RNN,1000,0.6,6,300,859.1062784195016
RNN,1000,0.6,6,350,845.1244115829544
RNN,1000,0.6,6,400,831.1425447464076
RNN,1000,0.6,6,450,817.1606779098605
RNN,1000,0.6,6,500,803.1788110733132
RNN,1000,0.6,7,50,943.3246578489033
RNN,1000,0.6,7,100,931.3788856778843
RNN,1000,0.6,7,150,920.4158135822871
RNN,1000,0.6,7,200,909.4527414866893
RNN,1000,0.6,7,250,898.4896693910915
RNN,1000,0.6,7,300,887.5265972954935
RNN,1000,0.6,7,350,876.5635251998963
RNN,1000,0.6,7,400,865.6004531042986
RNN,1000,0.6,7,450,854.6373810087009
RNN,1000,0.6,7,500,843.6743089131031
RNN,1000,0.6,8,50,955.9697955846799
RNN,1000,0.6,8,100,946.2174355983749
RNN,1000,0.6,8,150,937.4712124466919
RNN,1000,0.6,8,200,928.7249892950086
RNN,1000,0.6,8,250,919.9787661433254
RNN,1000,0.6,8,300,911.2325429916423
RNN,1000,0.6,8,350,902.4863198399588
RNN,1000,0.6,8,400,893.7400966882761
RNN,1000,0.6,8,450,884.993873536593
RNN,1000,0.6,8,500,876.2476503849092
RNN,1000,0.6,9,50,962.7337535222379
RNN,1000,0.6,9,100,954.6873807907124
RNN,1000,0.6,9,150,947.6977984110545
RNN,1000,0.6,9,200,940.708216031396
RNN,1000,0.6,9,250,933.7186336517382
RNN,1000,0.6,9,300,926.7290512720798
RNN,1000,0.6,9,350,919.739468892422
RNN,1000,0.6,9,400,912.7498865127639
RNN,1000,0.6,9,450,905.7603041331058
RNN,1000,0.6,9,500,898.7707217534477
RNN,1000,0.6,10,50,967.4485683441197
RNN,1000,0.6,10,100,960.7669854164177
RNN,1000,0.6,10,150,955.2800762653413
RNN,1000,0.6,10,200,949.7931671142655
RNN,1000,0.6,10,250,944.3062579631896
RNN,1000,0.6,10,300,938.8193488121136
RNN,1000,0.6,10,350,933.3324396610375
RNN,1000,0.6,10,400,927.8455305099615
RNN,1000,0.6,10,450,922.3586213588853
RNN,1000,0.6,10,500,916.8717122078092
RNN,1000,0.7000000000000001,1,50,716.6024088859527
RNN,1000,0.7000000000000001,1,100,634.0738177299464
RNN,1000,0.7000000000000001,1,150,512.463766336437
RNN,1000,0.7000000000000001,1,200,390.85371494292804
RNN,1000,0.7000000000000001,1,250,269.24366354941753
RNN,1000,0.7000000000000001,1,300,147.63361215590731
RNN,1000,0.7000000000000001,1,350,2.4986212698668346
RNN,1000,0.7000000000000001,1,400,18.69691610335738
RNN,1000,0.7000000000000001,1,450,29.04757634008283
RNN,1000,0.7000000000000001,1,500,2.8161235394115796
RNN,1000,0.7000000000000001,2,50,844.840282201768
RNN,1000,0.7000000000000001,2,100,810.0869834423078
RNN,1000,0.7000000000000001,2,150,761.8335425853747
RNN,1000,0.7000000000000001,2,200,713.5801017284421
RNN,1000,0.7000000000000001,2,250,665.3266608715084
RNN,1000,0.7000000000000001,2,300,617.0732200145753
RNN,1000,0.7000000000000001,2,350,568.8197791576428
RNN,1000,0.7000000000000001,2,400,520.5663383007095
RNN,1000,0.7000000000000001,2,450,472.3128974437764
RNN,1000,0.7000000000000001,2,500,424.05945658684254
RNN,1000,0.7000000000000001,3,50,855.8798233668003
RNN,1000,0.7000000000000001,3,100,816.5536562601712
RNN,1000,0.7000000000000001,3,150,775.2301136652613
RNN,1000,0.7000000000000001,3,200,733.9065710703514
RNN,1000,0.7000000000000001,3,250,692.583028475441
RNN,1000,0.7000000000000001,3,300,651.2594858805311
RNN,1000,0.7000000000000001,3,350,609.9359432856213
RNN,1000,0.7000000000000001,3,400,568.6124006907114
RNN,1000,0.7000000000000001,3,450,527.2888580958014
RNN,1000,0.7000000000000001,3,500,485.9653155008909
RNN,1000,0.7000000000000001,4,50,890.7604128122324
RNN,1000,0.7000000000000001,4,100,861.2657874822606
RNN,1000,0.7000000000000001,4,150,831.8549633026104
RNN,1000,0.7000000000000001,4,200,802.4441391229606
RNN,1000,0.7000000000000001,4,250,773.0333149433102
RNN,1000,0.7000000000000001,4,300,743.6224907636607
RNN,1000,0.7000000000000001,4,350,714.2116665840106
RNN,1000,0.7000000000000001,4,400,684.8008424043603
RNN,1000,0.7000000000000001,4,450,655.3900182247103
RNN,1000,0.7000000000000001,4,500,625.9791940450599
RNN,1000,0.7000000000000001,5,50,893.3422517776465
RNN,1000,0.7000000000000001,5,100,869.7465515136697
RNN,1000,0.7000000000000001,5,150,847.509777545927
RNN,1000,0.7000000000000001,5,200,825.2730035781846
RNN,1000,0.7000000000000001,5,250,803.0362296104414
RNN,1000,0.7000000000000001,5,300,780.7994556426987
RNN,1000,0.7000000000000001,5,350,758.5626816749556
RNN,1000,0.7000000000000001,5,400,736.3259077072129
RNN,1000,0.7000000000000001,5,450,714.0891337394702
RNN,1000,0.7000000000000001,5,500,691.852359771727
RNN,1000,0.7000000000000001,6,50,903.5652299722024
RNN,1000,0.7000000000000001,6,100,883.902146418889
RNN,1000,0.7000000000000001,6,150,866.4541780948646
RNN,1000,0.7000000000000001,6,200,849.0062097708401
RNN,1000,0.7000000000000001,6,250,831.5582414468153
RNN,1000,0.7000000000000001,6,300,814.1102731227909
RNN,1000,0.7000000000000001,6,350,796.6623047987662
RNN,1000,0.7000000000000001,6,400,779.2143364747415
RNN,1000,0.7000000000000001,6,450,761.7663681507169
RNN,1000,0.7000000000000001,6,500,744.318399826692
RNN,1000,0.7000000000000001,7,50,922.7585196495061
RNN,1000,0.7000000000000001,7,100,905.9044480323798
RNN,1000,0.7000000000000001,7,150,891.1440789699561
RNN,1000,0.7000000000000001,7,200,876.3837099075324
RNN,1000,0.7000000000000001,7,250,861.6233408451085
RNN,1000,0.7000000000000001,7,300,846.8629717826848
RNN,1000,0.7000000000000001,7,350,832.1026027202608
RNN,1000,0.7000000000000001,7,400,817.3422336578376
RNN,1000,0.7000000000000001,7,450,802.5818645954137
RNN,1000,0.7000000000000001,7,500,787.82149553299
RNN,1000,0.7000000000000001,8,50,933.2524463534337
RNN,1000,0.7000000000000001,8,100,918.5051336884478
RNN,1000,0.7000000000000001,8,150,905.8155857026558
RNN,1000,0.7000000000000001,8,200,893.1260377168638
RNN,1000,0.7000000000000001,8,250,880.4364897310714
RNN,1000,0.7000000000000001,8,300,867.7469417452791
RNN,1000,0.7000000000000001,8,350,855.0573937594869
RNN,1000,0.7000000000000001,8,400,842.3678457736947
RNN,1000,0.7000000000000001,8,450,829.6782977879024
RNN,1000,0.7000000000000001,8,500,816.98874980211
RNN,1000,0.7000000000000001,9,50,944.485804769727
RNN,1000,0.7000000000000001,9,100,931.3770824008508
RNN,1000,0.7000000000000001,9,150,920.2491760253896
RNN,1000,0.7000000000000001,9,200,909.1212696499284
RNN,1000,0.7000000000000001,9,250,897.9933632744674
RNN,1000,0.7000000000000001,9,300,886.8654568990063
RNN,1000,0.7000000000000001,9,350,875.7375505235452
RNN,1000,0.7000000000000001,9,400,864.6096441480843
RNN,1000,0.7000000000000001,9,450,853.4817377726232
RNN,1000,0.7000000000000001,9,500,842.3538313971616
RNN,1000,0.7000000000000001,10,50,949.9185049533845
RNN,1000,0.7000000000000001,10,100,938.120654821396
RNN,1000,0.7000000000000001,10,150,928.2761079072955
RNN,1000,0.7000000000000001,10,200,918.4315609931947
RNN,1000,0.7000000000000001,10,250,908.5870140790942
RNN,1000,0.7000000000000001,10,300,898.7424671649935
RNN,1000,0.7000000000000001,10,350,888.8979202508928
RNN,1000,0.7000000000000001,10,400,879.0533733367923
RNN,1000,0.7000000000000001,10,450,869.2088264226916
RNN,1000,0.7000000000000001,10,500,859.3642795085909
RNN,1000,0.8,1,50,770.9890365600593
RNN,1000,0.8,1,100,667.8932189941427
RNN,1000,0.8,1,150,551.3416767120376
RNN,1000,0.8,1,200,434.79013442993397
RNN,1000,0.8,1,250,318.2385921478305
RNN,1000,0.8,1,300,201.6870498657264
RNN,1000,0.8,1,350,1.5972618241921843
RNN,1000,0.8,1,400,4.379590187074115
RNN,1000,0.8,1,450,1.355029786545591
RNN,1000,0.8,1,500,133.21208953858041
RNN,1000,0.8,2,50,850.1737117767316
RNN,1000,0.8,2,100,810.4556560516337
RNN,1000,0.8,2,150,758.7123870849592
RNN,1000,0.8,2,200,706.969118118284
RNN,1000,0.8,2,250,655.2258491516076
RNN,1000,0.8,2,300,603.4825801849331
RNN,1000,0.8,2,350,551.7393112182574
RNN,1000,0.8,2,400,499.99604225158225
RNN,1000,0.8,2,450,448.252773284906
RNN,1000,0.8,2,500,396.509504318231
RNN,1000,0.8,3,50,880.1554361979174
RNN,1000,0.8,3,100,863.8775507609062
RNN,1000,0.8,3,150,836.6027037302665
RNN,1000,0.8,3,200,809.3278566996275
RNN,1000,0.8,3,250,782.0530096689876
RNN,1000,0.8,3,300,754.7781626383484
RNN,1000,0.8,3,350,727.5033156077089
RNN,1000,0.8,3,400,700.2284685770696
RNN,1000,0.8,3,450,672.9536215464299
RNN,1000,0.8,3,500,645.6787745157903
RNN,1000,0.8,4,50,872.0756053924569
RNN,1000,0.8,4,100,838.3674621582046
RNN,1000,0.8,4,150,803.5721302032492
RNN,1000,0.8,4,200,768.7767982482941
RNN,1000,0.8,4,250,733.9814662933384
RNN,1000,0.8,4,300,699.1861343383827
RNN,1000,0.8,4,350,664.3908023834276
RNN,1000,0.8,4,400,629.5954704284723
RNN,1000,0.8,4,450,594.8001384735167
RNN,1000,0.8,4,500,560.0048065185609
RNN,1000,0.8,5,50,897.3860359191921
RNN,1000,0.8,5,100,870.419521331789
RNN,1000,0.8,5,150,843.4775066375747
RNN,1000,0.8,5,200,816.5354919433611
RNN,1000,0.8,5,250,789.5934772491472
RNN,1000,0.8,5,300,762.651462554933
RNN,1000,0.8,5,350,735.7094478607194
RNN,1000,0.8,5,400,708.7674331665052
RNN,1000,0.8,5,450,681.825418472291
RNN,1000,0.8,5,500,654.8834037780774
RNN,1000,0.8,6,50,904.5688311258967
RNN,1000,0.8,6,100,882.0967356363939
RNN,1000,0.8,6,150,860.3509505589798
RNN,1000,0.8,6,200,838.6051654815659
RNN,1000,0.8,6,250,816.8593804041521
RNN,1000,0.8,6,300,795.1135953267382
RNN,1000,0.8,6,350,773.3678102493244
RNN,1000,0.8,6,400,751.6220251719105
RNN,1000,0.8,6,450,729.8762400944964
RNN,1000,0.8,6,500,708.1304550170826
RNN,1000,0.8,7,50,907.6738493783143
RNN,1000,0.8,7,100,888.4120532444563
RNN,1000,0.8,7,150,870.6872326987153
RNN,1000,0.8,7,200,852.9624121529746
RNN,1000,0.8,7,250,835.2375916072335
RNN,1000,0.8,7,300,817.5127710614927
RNN,1000,0.8,7,350,799.787950515752
RNN,1000,0.8,7,400,782.063129970011
RNN,1000,0.8,7,450,764.33830942427
RNN,1000,0.8,7,500,746.6134888785291
RNN,1000,0.8,8,50,924.1199612617509
RNN,1000,0.8,8,100,907.2658896446246
RNN,1000,0.8,8,150,891.8238162994401
RNN,1000,0.8,8,200,876.3817429542557
RNN,1000,0.8,8,250,860.9396696090714
RNN,1000,0.8,8,300,845.4975962638871
RNN,1000,0.8,8,350,830.0555229187028
RNN,1000,0.8,8,400,814.6134495735187
RNN,1000,0.8,8,450,799.1713762283341
RNN,1000,0.8,8,500,783.7293028831498
RNN,1000,0.8,9,50,935.7658174302836
RNN,1000,0.8,9,100,920.7844204372816
RNN,1000,0.8,9,150,907.1433067321753
RNN,1000,0.8,9,200,893.5021930270694
RNN,1000,0.8,9,250,879.8610793219634
RNN,1000,0.8,9,300,866.2199656168572
RNN,1000,0.8,9,350,852.5788519117508
RNN,1000,0.8,9,400,838.9377382066447
RNN,1000,0.8,9,450,825.2966245015388
RNN,1000,0.8,9,500,811.6555107964323
RNN,1000,0.8,10,50,942.7628612518308
RNN,1000,0.8,10,100,929.2796039581297
RNN,1000,0.8,10,150,917.0837736129762
RNN,1000,0.8,10,200,904.8879432678226
RNN,1000,0.8,10,250,892.6921129226685
RNN,1000,0.8,10,300,880.496282577515
RNN,1000,0.8,10,350,868.3004522323614
RNN,1000,0.8,10,400,856.1046218872077
RNN,1000,0.8,10,450,843.9087915420539
RNN,1000,0.8,10,500,831.7129611969003
RNN,1000,0.9,1,50,712.8784298896777
RNN,1000,0.9,1,100,596.8956351280202
RNN,1000,0.9,1,150,444.68917846679517
RNN,1000,0.9,1,200,292.48272180557166
RNN,1000,0.9,1,250,140.2762651443467
RNN,1000,0.9,1,300,0.019358673584153517
RNN,1000,0.9,1,350,6.117938839889462
RNN,1000,0.9,1,400,12.776512346527776
RNN,1000,0.9,1,450,122.37724065780131
RNN,1000,0.9,1,500,24.86360073089017
RNN,1000,0.9,2,50,905.8095097541806
RNN,1000,0.9,2,100,861.1266970634452
RNN,1000,0.9,2,150,811.3174319267259
RNN,1000,0.9,2,200,761.5081667900068
RNN,1000,0.9,2,250,711.698901653287
RNN,1000,0.9,2,300,661.8896365165679
RNN,1000,0.9,2,350,612.0803713798481
RNN,1000,0.9,2,400,562.2711062431292
RNN,1000,0.9,2,450,512.4618411064098
RNN,1000,0.9,2,500,462.65257596969
RNN,1000,0.9,3,50,877.1385192871091
RNN,1000,0.9,3,100,858.825898170471
RNN,1000,0.9,3,150,826.2739479541771
RNN,1000,0.9,3,200,793.7219977378832
RNN,1000,0.9,3,250,761.1700475215895
RNN,1000,0.9,3,300,728.6180973052952
RNN,1000,0.9,3,350,696.0661470890019
RNN,1000,0.9,3,400,663.5141968727085
RNN,1000,0.9,3,450,630.9622466564142
RNN,1000,0.9,3,500,598.4102964401205
RNN,1000,0.9,4,50,866.8136507272733
RNN,1000,0.9,4,100,828.891989588739
RNN,1000,0.9,4,150,789.2289847135556
RNN,1000,0.9,4,200,749.5659798383725
RNN,1000,0.9,4,250,709.9029749631896
RNN,1000,0.9,4,300,670.239970088007
RNN,1000,0.9,4,350,630.5769652128241
RNN,1000,0.9,4,400,590.9139603376411
RNN,1000,0.9,4,450,551.2509554624581
RNN,1000,0.9,4,500,511.58795058727526
RNN,1000,0.9,5,50,894.7433161735532
RNN,1000,0.9,5,100,864.4059872627257
RNN,1000,0.9,5,150,833.4975945949557
RNN,1000,0.9,5,200,802.5892019271851
RNN,1000,0.9,5,250,771.6808092594144
RNN,1000,0.9,5,300,740.7724165916446
RNN,1000,0.9,5,350,709.864023923874
RNN,1000,0.9,5,400,678.9556312561035
RNN,1000,0.9,5,450,648.0472385883326
RNN,1000,0.9,5,500,617.1388459205618
RNN,1000,0.9,6,50,895.7779943943011
RNN,1000,0.9,6,100,870.4968869686114
RNN,1000,0.9,6,150,846.0262089967715
RNN,1000,0.9,6,200,821.5555310249318
RNN,1000,0.9,6,250,797.0848530530916
RNN,1000,0.9,6,300,772.6141750812518
RNN,1000,0.9,6,350,748.1434971094118
RNN,1000,0.9,6,400,723.6728191375719
RNN,1000,0.9,6,450,699.2021411657317
RNN,1000,0.9,6,500,674.7314631938915
RNN,1000,0.9,7,50,906.5763609749907
RNN,1000,0.9,7,100,884.9068403243984
RNN,1000,0.9,7,150,864.3002561160447
RNN,1000,0.9,7,200,843.6936719076921
RNN,1000,0.9,7,250,823.0870876993386
RNN,1000,0.9,7,300,802.4805034909853
RNN,1000,0.9,7,350,781.8739192826321
RNN,1000,0.9,7,400,761.2673350742789
RNN,1000,0.9,7,450,740.6607508659256
RNN,1000,0.9,7,500,720.054166657572
RNN,1000,0.9,8,50,914.6349564194675
RNN,1000,0.9,8,100,895.6741258501996
RNN,1000,0.9,8,150,878.3017933368665
RNN,1000,0.9,8,200,860.9294608235339
RNN,1000,0.9,8,250,843.5571283102008
RNN,1000,0.9,8,300,826.1847957968679
RNN,1000,0.9,8,350,808.8124632835348
RNN,1000,0.9,8,400,791.440130770202
RNN,1000,0.9,8,450,774.0677982568691
RNN,1000,0.9,8,500,756.695465743536
RNN,1000,0.9,9,50,929.0253043174754
RNN,1000,0.9,9,100,912.1712327003489
RNN,1000,0.9,9,150,896.7963039875041
RNN,1000,0.9,9,200,881.4213752746592
RNN,1000,0.9,9,250,866.0464465618142
RNN,1000,0.9,9,300,850.6715178489695
RNN,1000,0.9,9,350,835.2965891361245
RNN,1000,0.9,9,400,819.9216604232798
RNN,1000,0.9,9,450,804.546731710435
RNN,1000,0.9,9,500,789.1718029975901
RNN,1000,0.9,10,50,939.25654888153
RNN,1000,0.9,10,100,924.0878844261166
RNN,1000,0.9,10,150,910.3366869688037
RNN,1000,0.9,10,200,896.5854895114909
RNN,1000,0.9,10,250,882.8342920541774
RNN,1000,0.9,10,300,869.0830945968642
RNN,1000,0.9,10,350,855.3318971395512
RNN,1000,0.9,10,400,841.580699682238
RNN,1000,0.9,10,450,827.8295022249249
RNN,1000,0.9,10,500,814.0783047676115
RNN,1000,1.0,1,50,727.3305654525757
RNN,1000,1.0,1,100,598.4607934951787
RNN,1000,1.0,1,150,431.6042661666864
RNN,1000,1.0,1,200,264.7477388381955
RNN,1000,1.0,1,250,97.89121150970468
RNN,1000,1.0,1,300,9.514433515077764
