Model,InitialBudget,Risk_Factor,Smooth_Factor,Leverage,Final_Budget
Bayesian Ridge,10000,0.30000000000000004,7,350,9458.296902623304
Bayesian Ridge,10000,0.30000000000000004,7,400,9385.767321233536
Bayesian Ridge,10000,0.30000000000000004,7,450,9313.237739843767
Bayesian Ridge,10000,0.30000000000000004,7,500,9240.708158454005
Bayesian Ridge,10000,0.30000000000000004,8,50,9909.64613067213
Bayesian Ridge,10000,0.30000000000000004,8,100,9846.552864522324
Bayesian Ridge,10000,0.30000000000000004,8,150,9783.459598372512
Bayesian Ridge,10000,0.30000000000000004,8,200,9720.366332222702
Bayesian Ridge,10000,0.30000000000000004,8,250,9657.273066072887
Bayesian Ridge,10000,0.30000000000000004,8,300,9594.179799923073
Bayesian Ridge,10000,0.30000000000000004,8,350,9531.086533773258
Bayesian Ridge,10000,0.30000000000000004,8,400,9467.993267623455
Bayesian Ridge,10000,0.30000000000000004,8,450,9404.900001473638
Bayesian Ridge,10000,0.30000000000000004,8,500,9341.806735323826
Bayesian Ridge,10000,0.30000000000000004,9,50,9919.598509757763
Bayesian Ridge,10000,0.30000000000000004,9,100,9864.305417582082
Bayesian Ridge,10000,0.30000000000000004,9,150,9809.012325406407
Bayesian Ridge,10000,0.30000000000000004,9,200,9753.719233230722
Bayesian Ridge,10000,0.30000000000000004,9,250,9698.426141055048
Bayesian Ridge,10000,0.30000000000000004,9,300,9643.133048879374
Bayesian Ridge,10000,0.30000000000000004,9,350,9587.839956703692
Bayesian Ridge,10000,0.30000000000000004,9,400,9532.546864528014
Bayesian Ridge,10000,0.30000000000000004,9,450,9477.253772352327
Bayesian Ridge,10000,0.30000000000000004,9,500,9421.960680176653
Bayesian Ridge,10000,0.30000000000000004,10,50,9928.257497290966
Bayesian Ridge,10000,0.30000000000000004,10,100,9878.802171339681
Bayesian Ridge,10000,0.30000000000000004,10,150,9829.346845388403
Bayesian Ridge,10000,0.30000000000000004,10,200,9779.891519437126
Bayesian Ridge,10000,0.30000000000000004,10,250,9730.43619348584
Bayesian Ridge,10000,0.30000000000000004,10,300,9680.980867534552
Bayesian Ridge,10000,0.30000000000000004,10,350,9631.52554158327
Bayesian Ridge,10000,0.30000000000000004,10,400,9582.070215631988
Bayesian Ridge,10000,0.30000000000000004,10,450,9532.614889680708
Bayesian Ridge,10000,0.30000000000000004,10,500,9483.159563729425
Bayesian Ridge,10000,0.4,1,50,9080.772690541799
Bayesian Ridge,10000,0.4,1,100,8291.159485978895
Bayesian Ridge,10000,0.4,1,150,7501.546281416026
Bayesian Ridge,10000,0.4,1,200,6711.933076853146
Bayesian Ridge,10000,0.4,1,250,5922.319872290255
Bayesian Ridge,10000,0.4,1,300,5132.706667727389
Bayesian Ridge,10000,0.4,1,350,4343.093463164492
Bayesian Ridge,10000,0.4,1,400,3553.4802586016003
Bayesian Ridge,10000,0.4,1,450,2763.8670540387116
Bayesian Ridge,10000,0.4,1,500,1974.2538494758342
Bayesian Ridge,10000,0.4,2,50,9577.241202387646
Bayesian Ridge,10000,0.4,2,100,9248.207098642497
Bayesian Ridge,10000,0.4,2,150,8919.172994897359
Bayesian Ridge,10000,0.4,2,200,8590.138891152203
Bayesian Ridge,10000,0.4,2,250,8261.104787407068
Bayesian Ridge,10000,0.4,2,300,7932.070683661921
Bayesian Ridge,10000,0.4,2,350,7603.036579916782
Bayesian Ridge,10000,0.4,2,400,7274.0024761716295
Bayesian Ridge,10000,0.4,2,450,6944.968372426487
Bayesian Ridge,10000,0.4,2,500,6615.934268681342
Bayesian Ridge,10000,0.4,3,50,9636.690625684247
Bayesian Ridge,10000,0.4,3,100,9352.360275114717
Bayesian Ridge,10000,0.4,3,150,9068.029924545188
Bayesian Ridge,10000,0.4,3,200,8783.69957397566
Bayesian Ridge,10000,0.4,3,250,8499.369223406136
Bayesian Ridge,10000,0.4,3,300,8215.038872836607
Bayesian Ridge,10000,0.4,3,350,7930.708522267089
Bayesian Ridge,10000,0.4,3,400,7646.378171697576
Bayesian Ridge,10000,0.4,3,450,7362.047821128037
Bayesian Ridge,10000,0.4,3,500,7077.717470558508
Bayesian Ridge,10000,0.4,4,50,9741.31479374128
Bayesian Ridge,10000,0.4,4,100,9556.502496098186
Bayesian Ridge,10000,0.4,4,150,9371.690198455091
Bayesian Ridge,10000,0.4,4,200,9186.877900811996
Bayesian Ridge,10000,0.4,4,250,9002.06560316891
Bayesian Ridge,10000,0.4,4,300,8817.253305525814
Bayesian Ridge,10000,0.4,4,350,8632.44100788272
Bayesian Ridge,10000,0.4,4,400,8447.62871023963
Bayesian Ridge,10000,0.4,4,450,8262.816412596529
Bayesian Ridge,10000,0.4,4,500,8078.004114953448
Bayesian Ridge,10000,0.4,5,50,9791.157334225389
Bayesian Ridge,10000,0.4,5,100,9650.199932858151
Bayesian Ridge,10000,0.4,5,150,9509.242531490909
Bayesian Ridge,10000,0.4,5,200,9368.285130123677
Bayesian Ridge,10000,0.4,5,250,9227.327728756436
Bayesian Ridge,10000,0.4,5,300,9086.3703273892
Bayesian Ridge,10000,0.4,5,350,8945.41292602196
Bayesian Ridge,10000,0.4,5,400,8804.455524654726
Bayesian Ridge,10000,0.4,5,450,8663.498123287487
Bayesian Ridge,10000,0.4,5,500,8522.54072192025
Bayesian Ridge,10000,0.4,6,50,9836.020928468255
Bayesian Ridge,10000,0.4,6,100,9726.274525930938
Bayesian Ridge,10000,0.4,6,150,9616.52812339361
Bayesian Ridge,10000,0.4,6,200,9506.781720856288
Bayesian Ridge,10000,0.4,6,250,9397.035318318967
Bayesian Ridge,10000,0.4,6,300,9287.288915781653
Bayesian Ridge,10000,0.4,6,350,9177.542513244323
Bayesian Ridge,10000,0.4,6,400,9067.79611070701
Bayesian Ridge,10000,0.4,6,450,8958.049708169683
Bayesian Ridge,10000,0.4,6,500,8848.30330563237
Bayesian Ridge,10000,0.4,7,50,9868.731851337536
Bayesian Ridge,10000,0.4,7,100,9781.81995904362
Bayesian Ridge,10000,0.4,7,150,9694.908066749698
Bayesian Ridge,10000,0.4,7,200,9607.99617445578
Bayesian Ridge,10000,0.4,7,250,9521.084282161868
Bayesian Ridge,10000,0.4,7,300,9434.172389867952
Bayesian Ridge,10000,0.4,7,350,9347.260497574032
Bayesian Ridge,10000,0.4,7,400,9260.348605280118
Bayesian Ridge,10000,0.4,7,450,9173.4367129862
Bayesian Ridge,10000,0.4,7,500,9086.524820692282
Bayesian Ridge,10000,0.4,8,50,9875.481207514702
Bayesian Ridge,10000,0.4,8,100,9792.661982534044
Bayesian Ridge,10000,0.4,8,150,9709.842757553399
Bayesian Ridge,10000,0.4,8,200,9627.023532572746
Bayesian Ridge,10000,0.4,8,250,9544.20430759209
Bayesian Ridge,10000,0.4,8,300,9461.385082611445
Bayesian Ridge,10000,0.4,8,350,9378.565857630785
Bayesian Ridge,10000,0.4,8,400,9295.746632650133
Bayesian Ridge,10000,0.4,8,450,9212.92740766948
Bayesian Ridge,10000,0.4,8,500,9130.108182688828
Bayesian Ridge,10000,0.4,9,50,9890.93032868283
Bayesian Ridge,10000,0.4,9,100,9818.692056505737
Bayesian Ridge,10000,0.4,9,150,9746.453784328647
Bayesian Ridge,10000,0.4,9,200,9674.215512151548
Bayesian Ridge,10000,0.4,9,250,9601.977239974458
Bayesian Ridge,10000,0.4,9,300,9529.738967797366
Bayesian Ridge,10000,0.4,9,350,9457.500695620272
Bayesian Ridge,10000,0.4,9,400,9385.262423443177
Bayesian Ridge,10000,0.4,9,450,9313.024151266085
Bayesian Ridge,10000,0.4,9,500,9240.785879089
Bayesian Ridge,10000,0.4,10,50,9904.211543808588
Bayesian Ridge,10000,0.4,10,100,9839.591890919852
Bayesian Ridge,10000,0.4,10,150,9774.97223803112
Bayesian Ridge,10000,0.4,10,200,9710.352585142382
Bayesian Ridge,10000,0.4,10,250,9645.732932253648
Bayesian Ridge,10000,0.4,10,300,9581.113279364912
Bayesian Ridge,10000,0.4,10,350,9516.493626476173
Bayesian Ridge,10000,0.4,10,400,9451.873973587444
Bayesian Ridge,10000,0.4,10,450,9387.254320698707
Bayesian Ridge,10000,0.4,10,500,9322.634667809974
Bayesian Ridge,10000,0.5,1,50,8649.891002309108
Bayesian Ridge,10000,0.5,1,100,7395.049577102078
Bayesian Ridge,10000,0.5,1,150,6140.208151895044
Bayesian Ridge,10000,0.5,1,200,4885.366726688009
Bayesian Ridge,10000,0.5,1,250,3630.5253014809864
Bayesian Ridge,10000,0.5,1,300,2375.683876273966
Bayesian Ridge,10000,0.5,1,350,1120.842451066928
Bayesian Ridge,10000,0.5,1,400,21.28803708279122
Bayesian Ridge,10000,0.5,1,450,9.852313223432207
Bayesian Ridge,10000,0.5,1,500,0.08664275093848801
Bayesian Ridge,10000,0.5,2,50,9280.466535579992
Bayesian Ridge,10000,0.5,2,100,8655.936473707692
Bayesian Ridge,10000,0.5,2,150,8031.406411835393
Bayesian Ridge,10000,0.5,2,200,7406.876349963084
Bayesian Ridge,10000,0.5,2,250,6782.346288090789
Bayesian Ridge,10000,0.5,2,300,6157.8162262185
Bayesian Ridge,10000,0.5,2,350,5533.286164346192
Bayesian Ridge,10000,0.5,2,400,4908.756102473899
Bayesian Ridge,10000,0.5,2,450,4284.226040601601
Bayesian Ridge,10000,0.5,2,500,3659.6959787293044
Bayesian Ridge,10000,0.5,3,50,9564.653768700719
Bayesian Ridge,10000,0.5,3,100,9195.60288900817
Bayesian Ridge,10000,0.5,3,150,8826.552009315616
Bayesian Ridge,10000,0.5,3,200,8457.501129623062
Bayesian Ridge,10000,0.5,3,250,8088.450249930505
Bayesian Ridge,10000,0.5,3,300,7719.399370237954
Bayesian Ridge,10000,0.5,3,350,7350.348490545389
Bayesian Ridge,10000,0.5,3,400,6981.297610852836
Bayesian Ridge,10000,0.5,3,450,6612.24673116028
Bayesian Ridge,10000,0.5,3,500,6243.195851467733
Bayesian Ridge,10000,0.5,4,50,9693.151812463082
Bayesian Ridge,10000,0.5,4,100,9445.294351411816
Bayesian Ridge,10000,0.5,4,150,9197.43689036055
Bayesian Ridge,10000,0.5,4,200,8949.579429309273
Bayesian Ridge,10000,0.5,4,250,8701.72196825801
Bayesian Ridge,10000,0.5,4,300,8453.864507206745
Bayesian Ridge,10000,0.5,4,350,8206.007046155473
Bayesian Ridge,10000,0.5,4,400,7958.14958510421
Bayesian Ridge,10000,0.5,4,450,7710.292124052947
Bayesian Ridge,10000,0.5,4,500,7462.434663001667
Bayesian Ridge,10000,0.5,5,50,9764.905273297314
Bayesian Ridge,10000,0.5,5,100,9594.095370712927
Bayesian Ridge,10000,0.5,5,150,9423.28546812854
Bayesian Ridge,10000,0.5,5,200,9252.47556554415
Bayesian Ridge,10000,0.5,5,250,9081.665662959773
Bayesian Ridge,10000,0.5,5,300,8910.855760375382
Bayesian Ridge,10000,0.5,5,350,8740.04585779099
Bayesian Ridge,10000,0.5,5,400,8569.23595520661
Bayesian Ridge,10000,0.5,5,450,8398.426052622215
Bayesian Ridge,10000,0.5,5,500,8227.616150037833
Bayesian Ridge,10000,0.5,6,50,9796.43477745646
Bayesian Ridge,10000,0.5,6,100,9658.213995608096
Bayesian Ridge,10000,0.5,6,150,9519.993213759726
Bayesian Ridge,10000,0.5,6,200,9381.772431911368
Bayesian Ridge,10000,0.5,6,250,9243.551650062998
Bayesian Ridge,10000,0.5,6,300,9105.330868214633
Bayesian Ridge,10000,0.5,6,350,8967.110086366274
Bayesian Ridge,10000,0.5,6,400,8828.8893045179
Bayesian Ridge,10000,0.5,6,450,8690.668522669543
Bayesian Ridge,10000,0.5,6,500,8552.447740821177
Bayesian Ridge,10000,0.5,7,50,9835.56847693372
Bayesian Ridge,10000,0.5,7,100,9725.887940106244
Bayesian Ridge,10000,0.5,7,150,9616.207403278782
Bayesian Ridge,10000,0.5,7,200,9506.526866451306
Bayesian Ridge,10000,0.5,7,250,9396.846329623837
Bayesian Ridge,10000,0.5,7,300,9287.165792796366
Bayesian Ridge,10000,0.5,7,350,9177.48525596889
Bayesian Ridge,10000,0.5,7,400,9067.80471914142
Bayesian Ridge,10000,0.5,7,450,8958.124182313952
Bayesian Ridge,10000,0.5,7,500,8848.443645486472
Bayesian Ridge,10000,0.5,8,50,9866.78933360974
Bayesian Ridge,10000,0.5,8,100,9777.274122249208
Bayesian Ridge,10000,0.5,8,150,9687.758910888688
Bayesian Ridge,10000,0.5,8,200,9598.243699528162
Bayesian Ridge,10000,0.5,8,250,9508.72848816763
Bayesian Ridge,10000,0.5,8,300,9419.213276807093
Bayesian Ridge,10000,0.5,8,350,9329.698065446571
Bayesian Ridge,10000,0.5,8,400,9240.182854086048
Bayesian Ridge,10000,0.5,8,450,9150.667642725517
Bayesian Ridge,10000,0.5,8,500,9061.152431364988
Bayesian Ridge,10000,0.5,9,50,9890.249315922712
Bayesian Ridge,10000,0.5,9,100,9818.47442849596
Bayesian Ridge,10000,0.5,9,150,9746.699541069222
Bayesian Ridge,10000,0.5,9,200,9674.924653642465
Bayesian Ridge,10000,0.5,9,250,9603.149766215724
Bayesian Ridge,10000,0.5,9,300,9531.374878788978
Bayesian Ridge,10000,0.5,9,350,9459.599991362236
Bayesian Ridge,10000,0.5,9,400,9387.825103935478
Bayesian Ridge,10000,0.5,9,450,9316.050216508736
Bayesian Ridge,10000,0.5,9,500,9244.275329081991
Bayesian Ridge,10000,0.5,10,50,9880.67350865563
Bayesian Ridge,10000,0.5,10,100,9799.210483284556
Bayesian Ridge,10000,0.5,10,150,9717.747457913494
Bayesian Ridge,10000,0.5,10,200,9636.284432542425
Bayesian Ridge,10000,0.5,10,250,9554.821407171352
Bayesian Ridge,10000,0.5,10,300,9473.35838180029
Bayesian Ridge,10000,0.5,10,350,9391.895356429213
Bayesian Ridge,10000,0.5,10,400,9310.432331058144
Bayesian Ridge,10000,0.5,10,450,9228.969305687075
Bayesian Ridge,10000,0.5,10,500,9147.506280316005
Bayesian Ridge,10000,0.6,1,50,8712.517944365785
Bayesian Ridge,10000,0.6,1,100,7511.09568179121
Bayesian Ridge,10000,0.6,1,150,6309.673419216669
Bayesian Ridge,10000,0.6,1,200,5108.251156642108
Bayesian Ridge,10000,0.6,1,250,3906.8288940675543
Bayesian Ridge,10000,0.6,1,300,2705.406631493015
Bayesian Ridge,10000,0.6,1,350,1503.9843689184554
Bayesian Ridge,10000,0.6,1,400,302.56210634388935
Bayesian Ridge,10000,0.6,1,450,39.98975613651972
Bayesian Ridge,10000,0.6,1,500,238.92992136122905
Bayesian Ridge,10000,0.6,2,50,9385.497710844516
Bayesian Ridge,10000,0.6,2,100,8871.417952945088
Bayesian Ridge,10000,0.6,2,150,8357.338195045682
Bayesian Ridge,10000,0.6,2,200,7843.258437146267
Bayesian Ridge,10000,0.6,2,250,7329.17867924684
Bayesian Ridge,10000,0.6,2,300,6815.098921347421
Bayesian Ridge,10000,0.6,2,350,6301.019163447996
Bayesian Ridge,10000,0.6,2,400,5786.93940554858
Bayesian Ridge,10000,0.6,2,450,5272.859647649164
Bayesian Ridge,10000,0.6,2,500,4758.779889749743
Bayesian Ridge,10000,0.6,3,50,9484.838933765088
Bayesian Ridge,10000,0.6,3,100,9046.706786932624
Bayesian Ridge,10000,0.6,3,150,8608.574640100163
Bayesian Ridge,10000,0.6,3,200,8170.442493267683
Bayesian Ridge,10000,0.6,3,250,7732.310346435215
Bayesian Ridge,10000,0.6,3,300,7294.178199602755
Bayesian Ridge,10000,0.6,3,350,6856.046052770281
Bayesian Ridge,10000,0.6,3,400,6417.913905937822
Bayesian Ridge,10000,0.6,3,450,5979.7817591053545
Bayesian Ridge,10000,0.6,3,500,5541.649612272888
Bayesian Ridge,10000,0.6,4,50,9657.549202136524
Bayesian Ridge,10000,0.6,4,100,9369.901941998109
Bayesian Ridge,10000,0.6,4,150,9082.254681859687
Bayesian Ridge,10000,0.6,4,200,8794.607421721274
Bayesian Ridge,10000,0.6,4,250,8506.96016158286
Bayesian Ridge,10000,0.6,4,300,8219.312901444446
Bayesian Ridge,10000,0.6,4,350,7931.665641306026
Bayesian Ridge,10000,0.6,4,400,7644.018381167605
Bayesian Ridge,10000,0.6,4,450,7356.371121029193
Bayesian Ridge,10000,0.6,4,500,7068.72386089078
Bayesian Ridge,10000,0.6,5,50,9730.387070537647
Bayesian Ridge,10000,0.6,5,100,9524.762114057306
Bayesian Ridge,10000,0.6,5,150,9319.13715757696
Bayesian Ridge,10000,0.6,5,200,9113.512201096615
Bayesian Ridge,10000,0.6,5,250,8907.887244616271
Bayesian Ridge,10000,0.6,5,300,8702.262288135933
Bayesian Ridge,10000,0.6,5,350,8496.637331655576
Bayesian Ridge,10000,0.6,5,400,8291.01237517524
Bayesian Ridge,10000,0.6,5,450,8085.387418694909
Bayesian Ridge,10000,0.6,5,500,7879.762462214575
Bayesian Ridge,10000,0.6,6,50,9786.475122234702
Bayesian Ridge,10000,0.6,6,100,9633.015718904111
Bayesian Ridge,10000,0.6,6,150,9479.556315573516
Bayesian Ridge,10000,0.6,6,200,9326.096912242921
Bayesian Ridge,10000,0.6,6,250,9172.637508912338
Bayesian Ridge,10000,0.6,6,300,9019.17810558174
Bayesian Ridge,10000,0.6,6,350,8865.71870225114
Bayesian Ridge,10000,0.6,6,400,8712.259298920553
Bayesian Ridge,10000,0.6,6,450,8558.799895589951
Bayesian Ridge,10000,0.6,6,500,8405.340492259364
Bayesian Ridge,10000,0.6,7,50,9802.672390912117
Bayesian Ridge,10000,0.6,7,100,9672.858120818948
Bayesian Ridge,10000,0.6,7,150,9543.043850725764
Bayesian Ridge,10000,0.6,7,200,9413.229580632582
Bayesian Ridge,10000,0.6,7,250,9283.415310539398
Bayesian Ridge,10000,0.6,7,300,9153.601040446225
Bayesian Ridge,10000,0.6,7,350,9023.786770353034
Bayesian Ridge,10000,0.6,7,400,8893.972500259857
Bayesian Ridge,10000,0.6,7,450,8764.158230166682
Bayesian Ridge,10000,0.6,7,500,8634.343960073498
Bayesian Ridge,10000,0.6,8,50,9836.629301911833
Bayesian Ridge,10000,0.6,8,100,9732.275955575
Bayesian Ridge,10000,0.6,8,150,9627.922609238156
Bayesian Ridge,10000,0.6,8,200,9523.569262901314
Bayesian Ridge,10000,0.6,8,250,9419.215916564479
Bayesian Ridge,10000,0.6,8,300,9314.862570227639
Bayesian Ridge,10000,0.6,8,350,9210.509223890796
Bayesian Ridge,10000,0.6,8,400,9106.155877553958
Bayesian Ridge,10000,0.6,8,450,9001.802531217121
Bayesian Ridge,10000,0.6,8,500,8897.449184880277
Bayesian Ridge,10000,0.6,9,50,9865.50949209405
Bayesian Ridge,10000,0.6,9,100,9779.636570937926
Bayesian Ridge,10000,0.6,9,150,9693.763649781791
Bayesian Ridge,10000,0.6,9,200,9607.89072862566
Bayesian Ridge,10000,0.6,9,250,9522.017807469532
Bayesian Ridge,10000,0.6,9,300,9436.144886313408
Bayesian Ridge,10000,0.6,9,350,9350.27196515727
Bayesian Ridge,10000,0.6,9,400,9264.399044001146
Bayesian Ridge,10000,0.6,9,450,9178.526122845013
Bayesian Ridge,10000,0.6,9,500,9092.653201688889
Bayesian Ridge,10000,0.6,10,50,9888.613644239815
Bayesian Ridge,10000,0.6,10,100,9817.525063228242
Bayesian Ridge,10000,0.6,10,150,9746.43648221666
Bayesian Ridge,10000,0.6,10,200,9675.347901205083
Bayesian Ridge,10000,0.6,10,250,9604.259320193505
Bayesian Ridge,10000,0.6,10,300,9533.17073918193
Bayesian Ridge,10000,0.6,10,350,9462.08215817035
Bayesian Ridge,10000,0.6,10,400,9390.993577158775
Bayesian Ridge,10000,0.6,10,450,9319.904996147196
Bayesian Ridge,10000,0.6,10,500,9248.816415135621
Bayesian Ridge,10000,0.7000000000000001,1,50,9093.953110041188
Bayesian Ridge,10000,0.7000000000000001,1,100,8253.479630784672
Bayesian Ridge,10000,0.7000000000000001,1,150,7413.006151528168
Bayesian Ridge,10000,0.7000000000000001,1,200,6572.5326722716345
Bayesian Ridge,10000,0.7000000000000001,1,250,5732.059193015118
Bayesian Ridge,10000,0.7000000000000001,1,300,4891.585713758601
Bayesian Ridge,10000,0.7000000000000001,1,350,4051.1122345020963
Bayesian Ridge,10000,0.7000000000000001,1,400,3210.6387552455762
Bayesian Ridge,10000,0.7000000000000001,1,450,2370.1652759890535
Bayesian Ridge,10000,0.7000000000000001,1,500,1529.6917967325364
Bayesian Ridge,10000,0.7000000000000001,2,50,9423.457510920578
Bayesian Ridge,10000,0.7000000000000001,2,100,8912.832326015578
Bayesian Ridge,10000,0.7000000000000001,2,150,8402.207141110597
Bayesian Ridge,10000,0.7000000000000001,2,200,7891.58195620559
Bayesian Ridge,10000,0.7000000000000001,2,250,7380.956771300597
Bayesian Ridge,10000,0.7000000000000001,2,300,6870.33158639562
Bayesian Ridge,10000,0.7000000000000001,2,350,6359.706401490628
Bayesian Ridge,10000,0.7000000000000001,2,400,5849.081216585643
Bayesian Ridge,10000,0.7000000000000001,2,450,5338.456031680651
Bayesian Ridge,10000,0.7000000000000001,2,500,4827.830846775661
Bayesian Ridge,10000,0.7000000000000001,3,50,9465.094791950092
Bayesian Ridge,10000,0.7000000000000001,3,100,8988.97282158858
Bayesian Ridge,10000,0.7000000000000001,3,150,8512.85085122708
Bayesian Ridge,10000,0.7000000000000001,3,200,8036.728880865581
Bayesian Ridge,10000,0.7000000000000001,3,250,7560.6069105040815
Bayesian Ridge,10000,0.7000000000000001,3,300,7084.484940142566
Bayesian Ridge,10000,0.7000000000000001,3,350,6608.362969781064
Bayesian Ridge,10000,0.7000000000000001,3,400,6132.240999419567
Bayesian Ridge,10000,0.7000000000000001,3,450,5656.11902905806
Bayesian Ridge,10000,0.7000000000000001,3,500,5179.997058696557
Bayesian Ridge,10000,0.7000000000000001,4,50,9623.509315264439
Bayesian Ridge,10000,0.7000000000000001,4,100,9289.063940582168
Bayesian Ridge,10000,0.7000000000000001,4,150,8954.618565899891
Bayesian Ridge,10000,0.7000000000000001,4,200,8620.173191217618
Bayesian Ridge,10000,0.7000000000000001,4,250,8285.727816535342
Bayesian Ridge,10000,0.7000000000000001,4,300,7951.28244185305
Bayesian Ridge,10000,0.7000000000000001,4,350,7616.837067170774
Bayesian Ridge,10000,0.7000000000000001,4,400,7282.391692488493
Bayesian Ridge,10000,0.7000000000000001,4,450,6947.946317806219
Bayesian Ridge,10000,0.7000000000000001,4,500,6613.500943123946
Bayesian Ridge,10000,0.7000000000000001,5,50,9695.364306141608
Bayesian Ridge,10000,0.7000000000000001,5,100,9446.646878462843
Bayesian Ridge,10000,0.7000000000000001,5,150,9197.92945078407
Bayesian Ridge,10000,0.7000000000000001,5,200,8949.2120231053
Bayesian Ridge,10000,0.7000000000000001,5,250,8700.49459542653
Bayesian Ridge,10000,0.7000000000000001,5,300,8451.777167747758
Bayesian Ridge,10000,0.7000000000000001,5,350,8203.059740068984
Bayesian Ridge,10000,0.7000000000000001,5,400,7954.342312390211
Bayesian Ridge,10000,0.7000000000000001,5,450,7705.624884711441
Bayesian Ridge,10000,0.7000000000000001,5,500,7456.907457032669
Bayesian Ridge,10000,0.7000000000000001,6,50,9756.006671393461
Bayesian Ridge,10000,0.7000000000000001,6,100,9561.301361097694
Bayesian Ridge,10000,0.7000000000000001,6,150,9366.59605080194
Bayesian Ridge,10000,0.7000000000000001,6,200,9171.890740506176
Bayesian Ridge,10000,0.7000000000000001,6,250,8977.185430210417
Bayesian Ridge,10000,0.7000000000000001,6,300,8782.480119914659
Bayesian Ridge,10000,0.7000000000000001,6,350,8587.7748096189
Bayesian Ridge,10000,0.7000000000000001,6,400,8393.069499323141
Bayesian Ridge,10000,0.7000000000000001,6,450,8198.364189027372
Bayesian Ridge,10000,0.7000000000000001,6,500,8003.6588787316105
Bayesian Ridge,10000,0.7000000000000001,7,50,9789.871842082992
Bayesian Ridge,10000,0.7000000000000001,7,100,9631.534869979903
Bayesian Ridge,10000,0.7000000000000001,7,150,9473.19789787681
Bayesian Ridge,10000,0.7000000000000001,7,200,9314.860925773715
Bayesian Ridge,10000,0.7000000000000001,7,250,9156.523953670625
Bayesian Ridge,10000,0.7000000000000001,7,300,8998.18698156753
Bayesian Ridge,10000,0.7000000000000001,7,350,8839.850009464439
Bayesian Ridge,10000,0.7000000000000001,7,400,8681.513037361357
Bayesian Ridge,10000,0.7000000000000001,7,450,8523.176065258254
Bayesian Ridge,10000,0.7000000000000001,7,500,8364.839093155175
Bayesian Ridge,10000,0.7000000000000001,8,50,9797.922883957335
Bayesian Ridge,10000,0.7000000000000001,8,100,9647.503978202276
Bayesian Ridge,10000,0.7000000000000001,8,150,9497.085072447222
Bayesian Ridge,10000,0.7000000000000001,8,200,9346.666166692154
Bayesian Ridge,10000,0.7000000000000001,8,250,9196.247260937096
Bayesian Ridge,10000,0.7000000000000001,8,300,9045.82835518204
Bayesian Ridge,10000,0.7000000000000001,8,350,8895.409449426983
Bayesian Ridge,10000,0.7000000000000001,8,400,8744.99054367192
Bayesian Ridge,10000,0.7000000000000001,8,450,8594.571637916855
Bayesian Ridge,10000,0.7000000000000001,8,500,8444.152732161801
Bayesian Ridge,10000,0.7000000000000001,9,50,9816.651141957629
Bayesian Ridge,10000,0.7000000000000001,9,100,9686.853636022492
Bayesian Ridge,10000,0.7000000000000001,9,150,9557.056130087365
Bayesian Ridge,10000,0.7000000000000001,9,200,9427.258624152233
Bayesian Ridge,10000,0.7000000000000001,9,250,9297.461118217107
Bayesian Ridge,10000,0.7000000000000001,9,300,9167.663612281976
Bayesian Ridge,10000,0.7000000000000001,9,350,9037.866106346853
Bayesian Ridge,10000,0.7000000000000001,9,400,8908.06860041172
Bayesian Ridge,10000,0.7000000000000001,9,450,8778.271094476582
Bayesian Ridge,10000,0.7000000000000001,9,500,8648.473588541454
Bayesian Ridge,10000,0.7000000000000001,10,50,9836.475663662144
Bayesian Ridge,10000,0.7000000000000001,10,100,9721.222908609161
Bayesian Ridge,10000,0.7000000000000001,10,150,9605.97015355619
Bayesian Ridge,10000,0.7000000000000001,10,200,9490.717398503224
Bayesian Ridge,10000,0.7000000000000001,10,250,9375.464643450245
Bayesian Ridge,10000,0.7000000000000001,10,300,9260.211888397267
Bayesian Ridge,10000,0.7000000000000001,10,350,9144.959133344288
Bayesian Ridge,10000,0.7000000000000001,10,400,9029.706378291321
Bayesian Ridge,10000,0.7000000000000001,10,450,8914.453623238338
Bayesian Ridge,10000,0.7000000000000001,10,500,8799.200868185368
Bayesian Ridge,10000,0.8,1,50,9161.080150788823
Bayesian Ridge,10000,0.8,1,100,8333.197941626773
Bayesian Ridge,10000,0.8,1,150,7505.315732464724
Bayesian Ridge,10000,0.8,1,200,6677.43352330268
Bayesian Ridge,10000,0.8,1,250,5849.5513141406345
Bayesian Ridge,10000,0.8,1,300,5021.669104978601
Bayesian Ridge,10000,0.8,1,350,4193.786895816553
Bayesian Ridge,10000,0.8,1,400,90.88965437324634
Bayesian Ridge,10000,0.8,1,450,232.85960711939094
Bayesian Ridge,10000,0.8,1,500,85.09288008472424
Bayesian Ridge,10000,0.8,2,50,9362.703177729896
Bayesian Ridge,10000,0.8,2,100,8789.36452538685
Bayesian Ridge,10000,0.8,2,150,8216.025873043818
Bayesian Ridge,10000,0.8,2,200,7642.687220700769
Bayesian Ridge,10000,0.8,2,250,7069.348568357715
Bayesian Ridge,10000,0.8,2,300,6496.009916014677
Bayesian Ridge,10000,0.8,2,350,5922.671263671621
Bayesian Ridge,10000,0.8,2,400,5349.332611328574
Bayesian Ridge,10000,0.8,2,450,4775.99395898552
Bayesian Ridge,10000,0.8,2,500,4202.655306642473
Bayesian Ridge,10000,0.8,3,50,9594.254594668768
Bayesian Ridge,10000,0.8,3,100,9238.904607112992
Bayesian Ridge,10000,0.8,3,150,8883.554619557222
