,Date,Open,High,Low,Close,Volume,Yield,PercentageVolume,SMA6,EMA6,WMA6,HMA6,SMA20,EMA20,WMA20,HMA20,SMA50,EMA50,WMA50,HMA50,SMA100,EMA100,WMA100,HMA100,MACD,CCI,Stochastic Oscillator,RSI,ROC,PPO,KST,BOLU,BOLD,BOLM
108,2007-05-07 00:00,0.68165,0.68285,0.681,0.68195,595740,0.00044,3.1e-05,0.681767,0.681854,0.681831,0.681706,0.68081,0.681146,0.681445,0.682748,0.680321,0.679293,0.680444,0.681746,0.67335,0.676632,0.677906,0.683117,0.000768,28.938381,66.18705,54.133481,0.183634,0.112804,1.902311,0.685767,0.675761,0.680764
109,2007-05-08 00:00,0.6821,0.6828,0.67915,0.6805,1449251,-0.002346,2.5e-05,0.68175,0.681467,0.681469,0.681183,0.680717,0.681085,0.681415,0.68239,0.680387,0.67934,0.680451,0.681831,0.673525,0.676709,0.678047,0.683061,0.000624,-9.447818,45.323741,43.208975,-0.117423,0.091685,2.247632,0.685688,0.675682,0.680685
110,2007-05-09 00:00,0.6805,0.6808,0.67793,0.6791,1792979,-0.002057,1.6e-05,0.6811,0.680791,0.680712,0.679875,0.68067,0.680896,0.681261,0.681787,0.68032,0.679331,0.680401,0.681835,0.67372,0.676756,0.678158,0.682973,0.000393,-57.65828,18.367347,35.277684,-0.534603,0.057697,2.504813,0.685607,0.675601,0.680604
111,2007-05-10 00:00,0.6791,0.6818,0.67822,0.6809,1980415,0.002651,1.8e-05,0.680967,0.680822,0.680655,0.679665,0.680902,0.680896,0.681283,0.681266,0.680266,0.679392,0.680423,0.681823,0.673937,0.676838,0.6783,0.682878,0.00035,-20.930674,46.624804,49.130041,-0.329357,0.051492,2.719211,0.685752,0.675745,0.680748
112,2007-05-11 00:00,0.68095,0.6828,0.68002,0.6824,1576173,0.002129,1.8e-05,0.681083,0.681273,0.681064,0.681028,0.681137,0.681039,0.681425,0.681037,0.680265,0.67951,0.680507,0.681845,0.674178,0.676948,0.678467,0.682797,0.000433,35.912423,70.172684,57.812124,-0.131714,0.063611,2.970689,0.685993,0.675987,0.68099
113,2007-05-13 00:00,0.6824,0.6828,0.682,0.6826,38385,0.000293,0.000208,0.681242,0.681652,0.681498,0.682547,0.681275,0.681188,0.681565,0.681089,0.68022,0.679631,0.680599,0.681906,0.674418,0.67706,0.678634,0.682732,0.000509,63.393851,73.312402,58.89152,0.014652,0.074718,3.193898,0.686162,0.676156,0.681159
114,2007-05-14 00:00,0.6826,0.6845,0.68195,0.684,1235138,0.002051,2.1e-05,0.681583,0.682323,0.682286,0.683833,0.68155,0.681456,0.681824,0.681455,0.680202,0.679803,0.680747,0.682039,0.674693,0.677197,0.678824,0.682698,0.000674,99.591544,92.38965,65.931775,0.499559,0.098946,3.339043,0.686384,0.676378,0.681381
115,2007-05-15 00:00,0.6841,0.6856,0.6833,0.6845,1715891,0.000585,1.3e-05,0.68225,0.682945,0.683119,0.684692,0.681845,0.681746,0.682105,0.682033,0.680176,0.679987,0.680915,0.682247,0.674974,0.677342,0.679018,0.682699,0.000836,134.051758,85.658409,68.177619,0.219619,0.122632,3.415387,0.686693,0.676687,0.68169
116,2007-05-16 00:00,0.6845,0.6857,0.683,0.6837,1635186,-0.001169,1.7e-05,0.683017,0.683161,0.683533,0.684638,0.6821,0.681932,0.682282,0.682605,0.680173,0.680133,0.681054,0.682491,0.675246,0.677468,0.679191,0.682726,0.000889,116.063902,74.259974,60.780506,0.293384,0.130421,3.437645,0.686974,0.676967,0.68197
117,2007-05-17 00:00,0.6837,0.685,0.6827,0.6834,1450446,-0.000439,1.6e-05,0.683433,0.683229,0.683643,0.683983,0.682235,0.682072,0.682406,0.683094,0.680267,0.680261,0.68118,0.682739,0.675514,0.677585,0.679352,0.682771,0.000897,86.903856,70.39897,58.055048,0.249377,0.131525,3.43846,0.687156,0.67715,0.682153
118,2007-05-18 00:00,0.6834,0.68493,0.68245,0.6836,1570054,0.000293,1.6e-05,0.683633,0.683335,0.68369,0.683514,0.68235,0.682217,0.682536,0.683501,0.68033,0.680392,0.681311,0.682976,0.675801,0.677704,0.679513,0.682836,0.000908,75.985129,72.972973,59.453617,0.286071,0.133224,3.424192,0.687288,0.677282,0.682285
119,2007-05-20 00:00,0.68417,0.6848,0.68369,0.6846,31868,0.000628,0.000348,0.683967,0.683696,0.683967,0.683914,0.682442,0.682444,0.68275,0.683941,0.680454,0.680557,0.681478,0.683219,0.676079,0.677841,0.679687,0.682927,0.000987,95.579649,85.842986,65.994942,0.388592,0.144713,3.442756,0.687398,0.677392,0.682395
120,2007-05-21 00:00,0.6846,0.6852,0.68235,0.68275,1449020,-0.002702,2e-05,0.683758,0.683426,0.683619,0.683654,0.682422,0.682473,0.682779,0.684181,0.680574,0.680643,0.681568,0.683404,0.676321,0.677938,0.679819,0.68302,0.00089,45.169389,62.033462,49.089635,0.330639,0.130451,3.484872,0.687428,0.677422,0.682425
121,2007-05-22 00:00,0.6828,0.6832,0.68069,0.6812,1464650,-0.002343,1.7e-05,0.683208,0.68279,0.682888,0.682252,0.682317,0.682352,0.682663,0.684053,0.680658,0.680665,0.681593,0.683487,0.676552,0.678003,0.679915,0.683092,0.00068,-34.3023,42.084942,39.346002,0.309233,0.099681,3.497983,0.687363,0.677357,0.68236
122,2007-05-23 00:00,0.6812,0.6816,0.67694,0.67745,2017650,-0.005505,2.3e-05,0.682167,0.681264,0.681243,0.679175,0.682065,0.681885,0.682199,0.683244,0.680667,0.680538,0.681467,0.683376,0.676736,0.677992,0.679933,0.683101,0.000208,-139.804374,5.821918,25.317748,-0.506682,0.030583,3.400884,0.687164,0.677158,0.682161
123,2007-05-24 00:00,0.67745,0.6775,0.67586,0.6762,1759492,-0.001845,9e-06,0.680967,0.679817,0.679538,0.676216,0.681845,0.681344,0.681641,0.681881,0.68061,0.680368,0.681292,0.683075,0.676911,0.677956,0.679923,0.683041,-0.000263,-163.395054,3.455285,22.26462,-0.908558,-0.038592,3.1917,0.686936,0.67693,0.681933
124,2007-05-25 00:00,0.6762,0.67825,0.67555,0.6775,1471301,0.001923,1.8e-05,0.67995,0.679155,0.678548,0.6755,0.68157,0.680978,0.681227,0.680427,0.6806,0.680256,0.68117,0.682666,0.677079,0.677947,0.679934,0.682932,-0.000526,-115.622285,19.211823,32.09169,-0.747143,-0.077173,2.892469,0.686686,0.67668,0.681683
125,2007-05-27 00:00,0.6775,0.6779,0.67729,0.67775,42448,0.000369,0.000144,0.678808,0.678754,0.677919,0.676455,0.681372,0.68067,0.680863,0.679115,0.680575,0.680158,0.681058,0.682189,0.677251,0.677943,0.679948,0.682785,-0.000705,-84.340097,21.674877,33.944617,-0.913743,-0.103617,2.533686,0.686457,0.676451,0.681454
126,2007-05-28 00:00,0.67785,0.6787,0.6774,0.6783,552883,0.000664,2.4e-05,0.678067,0.678624,0.677774,0.677761,0.681202,0.680445,0.68057,0.678129,0.68057,0.680085,0.680969,0.681692,0.677402,0.677951,0.679968,0.682614,-0.000794,-61.819803,27.093596,38.223487,-0.905771,-0.11672,2.094862,0.686269,0.676263,0.681266
127,2007-05-29 00:00,0.67825,0.6807,0.67655,0.6792,1915907,0.001401,2.2e-05,0.677733,0.678789,0.678098,0.678877,0.68108,0.680326,0.68038,0.677536,0.680584,0.68005,0.680915,0.681234,0.677577,0.677975,0.680004,0.682433,-0.000783,-39.14842,35.960591,44.955744,-0.658183,-0.115102,1.587701,0.686121,0.676115,0.681118
128,2007-05-30 00:00,0.6792,0.6802,0.67801,0.6797,1893095,0.000736,1.2e-05,0.678108,0.679049,0.67866,0.6797,0.680968,0.680266,0.680248,0.677282,0.680659,0.680036,0.680881,0.680845,0.677784,0.678009,0.680046,0.682254,-0.000726,-24.068663,40.8867,48.549916,-0.541411,-0.106657,0.997636,0.685989,0.675983,0.680986
129,2007-05-31 00:00,0.6796,0.68105,0.6789,0.6796,1730920,0.0,1.2e-05,0.678675,0.679206,0.679086,0.680012,0.680923,0.680203,0.680118,0.677274,0.680749,0.680019,0.680839,0.680523,0.677987,0.678041,0.680082,0.682079,-0.00068,-9.323305,39.901478,47.82921,-0.585138,-0.099998,0.325168,0.685941,0.675935,0.680938
130,2007-06-01 00:00,0.67965,0.6798,0.67725,0.6781,1406669,-0.002281,1.8e-05,0.678775,0.67889,0.678921,0.679224,0.680873,0.680003,0.679849,0.677304,0.680775,0.679944,0.680735,0.680219,0.678174,0.678042,0.680084,0.681896,-0.000757,-41.022168,26.42487,38.052517,-0.94946,-0.111249,-0.408258,0.685896,0.67589,0.680893
131,2007-06-03 00:00,0.67794,0.6784,0.67775,0.6781,42311,0.000236,0.000154,0.678833,0.678665,0.678729,0.678252,0.680733,0.679821,0.679585,0.677381,0.680714,0.679872,0.68063,0.679922,0.678369,0.678043,0.680083,0.68171,-0.000808,-42.696951,26.42487,38.052517,-0.681069,-0.118804,-1.106113,0.685785,0.675779,0.680782
132,2007-06-04 00:00,0.6781,0.6786,0.67675,0.67735,1636005,-0.001106,1.1e-05,0.678675,0.678289,0.678305,0.677421,0.68048,0.679586,0.679263,0.677432,0.680653,0.679773,0.680498,0.679608,0.678539,0.678029,0.680063,0.681518,-0.000899,-48.463317,18.65285,33.49485,-0.565179,-0.132186,-1.715793,0.685577,0.67557,0.680573
133,2007-06-05 00:00,0.6774,0.67885,0.67705,0.6782,1751506,0.001181,1e-05,0.678508,0.678264,0.678169,0.677469,0.68026,0.679454,0.679046,0.677546,0.680609,0.679711,0.680402,0.679304,0.678667,0.678033,0.680056,0.68133,-0.000892,-33.784886,27.46114,42.500747,0.110709,-0.131186,-2.248542,0.685355,0.675349,0.680352
134,2007-06-06 00:00,0.67825,0.67925,0.67702,0.6773,1764621,-0.001401,1.3e-05,0.678108,0.677988,0.677824,0.677472,0.679925,0.679249,0.678764,0.677584,0.680543,0.679617,0.680272,0.678983,0.678769,0.678018,0.680029,0.681134,-0.000948,-34.855384,22.875817,36.467523,0.162674,-0.139488,-2.765135,0.685074,0.675067,0.68007
135,2007-06-07 00:00,0.6773,0.67985,0.6768,0.67857,1707103,0.001875,1.8e-05,0.677937,0.678154,0.677956,0.67794,0.679629,0.679184,0.678635,0.67768,0.680495,0.679575,0.680195,0.67869,0.678893,0.678029,0.680025,0.680945,-0.00088,-21.114768,49.917355,48.395117,0.157934,-0.129482,-3.245108,0.684771,0.674764,0.679767
136,2007-06-08 00:00,0.6787,0.6807,0.67787,0.6785,2187554,-0.000295,1.3e-05,0.678003,0.678253,0.678117,0.678425,0.679369,0.679119,0.678528,0.677793,0.680466,0.679533,0.680117,0.678421,0.679025,0.678039,0.680017,0.680762,-0.000822,-5.481812,53.636364,47.824103,0.11066,-0.120989,-3.666367,0.684515,0.674509,0.679512
137,2007-06-10 00:00,0.6784,0.6794,0.6782,0.6791,46960,0.001032,0.000256,0.67817,0.678495,0.67843,0.678972,0.679154,0.679117,0.678502,0.677965,0.680424,0.679516,0.680063,0.678199,0.67912,0.67806,0.680019,0.680591,-0.000719,-8.74124,64.545455,53.276428,0.117942,-0.105904,-4.012331,0.684275,0.674269,0.679272
138,2007-06-11 00:00,0.6791,0.67925,0.67759,0.67775,1365795,-0.001988,1.2e-05,0.678237,0.678282,0.67831,0.678624,0.678861,0.678987,0.678368,0.67804,0.680362,0.679447,0.679958,0.67798,0.679212,0.678053,0.679991,0.680418,-0.000739,-30.154273,26.666667,41.907202,-0.213486,-0.108746,-4.297166,0.684002,0.673996,0.678999
139,2007-06-12 00:00,0.67772,0.67801,0.67328,0.6737,1760453,-0.005932,2.7e-05,0.677487,0.676973,0.677014,0.676037,0.678316,0.678484,0.677877,0.677601,0.680189,0.679222,0.679697,0.677652,0.67922,0.677967,0.679882,0.680203,-0.001068,-141.150722,5.405405,24.102681,-0.882742,-0.157378,-4.563663,0.683534,0.673527,0.67853
140,2007-06-13 00:00,0.6737,0.6751,0.6729,0.67465,1910833,0.00141,1.2e-05,0.677045,0.676309,0.676203,0.67396,0.677911,0.678118,0.677528,0.676954,0.680081,0.679042,0.67948,0.677267,0.679231,0.677902,0.679792,0.679962,-0.001239,-169.208129,21.472393,31.930014,-0.72837,-0.182554,-4.808965,0.683073,0.673067,0.67807
141,2007-06-14 00:00,0.67465,0.67645,0.67403,0.67575,1618209,0.00163,1.5e-05,0.676575,0.67615,0.675833,0.673999,0.677639,0.677893,0.677322,0.676338,0.680071,0.678913,0.67931,0.67688,0.679258,0.677859,0.679723,0.679713,-0.00127,-118.367875,34.969325,40.173283,-0.346557,-0.187267,-5.026963,0.682758,0.672752,0.677755
